-1,업종명,업소명,주소,전화번호,위도,경도,웹페이지,가격대,메뉴,평점 ,별점1,,별점2,리뷰2,별점3,리뷰3,별점4,리뷰4,별점5,리뷰5
771,일반음식점,홍어전문점 홍어사랑, 청주시 서원구 성봉로169번길 33-15  1층 (개신동),043-237-1003,,,,,,,,,,,,,,,,
772,일반음식점,국민포차, 청주시 서원구 모충로 17  1층 (개신동),043-237-2624,,,,,,,,,,,,,,,,
773,일반음식점,프렌즈호프치킨, 청주시 서원구 모충로96번길 14  1층 (모충동),043-237-2672,,,,,,,,,,,,,,,,
774,일반음식점,서리서리 멸치국수 개신성화점, 청주시 서원구 복대로 7  대상마스터빌딩 1층 110호 (개신동),043-237-5519,36.6178483,127.4436873,https://store.naver.com/restaurants/detail?id=1245367171,4500,멸치국수 비빔국수 어묵국수 김치말이국수 김밥,,,,,,,,,,,
775,일반음식점,다누끼, 청주시 서원구 복대로 19  1층 107호 (개신동  매직타워),043-237-6360,36.6190917,127.4434336,https://store.naver.com/restaurants/detail?id=36768459,8000,일본식순살돈까스 생선초밥 모둠회덮밥,,,,,,,,,,,
776,일반음식점,반도수산, 청주시 서원구 성봉로 167  1층 (개신동),043-237-8859,,,,,,,,,,,,,,,,
777,일반음식점,소문난춘천닭갈비, 청주시 서원구 경신로 32-3  1층 (개신동),043-238-1255,36.6203,127.4438217,https://store.naver.com/restaurants/detail?id=17403920,11000,뼈없는닭갈비 삼겹살닭갈비 쭈꾸미닭갈비,,,,,,,,,,,
778,일반음식점,노군꼬치개신점, 청주시 서원구 신율로 49  1층 104호 (개신동  레몬타워),043-258-9282,,,,,,,,,,,,,,,,
779,일반음식점,단골손님, 청주시 서원구 1순환로672번길 42  1층 (사창동),043-260-0486,36.6329923,127.4555746,https://store.naver.com/restaurants/detail?id=1615056877,13000,얼큰만두전골 떡볶이전골 돼지김치전골,,,,,,,,,,,
780,일반음식점,대박뒷고기, 청주시 서원구 예체로67번길 24  1층 (사창동),043-260-1226,36.6323831,127.4651057,https://store.naver.com/restaurants/detail?id=1849901202,10000,뒷고기 덜미살 돼지막창,,,,,,,,,,,
781,일반음식점,고래해물포차, 청주시 서원구 내수동로 167  1층 (사창동),043-260-1472,,,,,,,,,,,,,,,,
782,일반음식점,한남동 그집(충북대점), 청주시 서원구 1순환로672번길 45  2층 (사창동),043-260-2080,,,,,,,,,,,,,,,,
783,일반음식점,일미리 금계찜닭, 청주시 서원구 1순환로622번길 3  1층 (사창동),043-260-2672,,,,,,,,,,,,,,,,
784,일반음식점,그날의 분위기, 청주시 서원구 1순환로672번길 51  3층 (사창동),043-260-2692,,,,,,,,,,,,,,,,
785,일반음식점,치킨더홈(사창점), 청주시 서원구 창직로 13-2  1층 (사창동),043-260-3231,36.6309029,127.4611038,https://store.naver.com/restaurants/detail?id=1432990460,16000,치킨,,,,,,,,,,,
786,일반음식점,간바레  간바로우!, 청주시 서원구 1순환로709번길 6  1층 (사창동),043-260-4464,36.6302769,127.460065,https://store.naver.com/restaurants/detail?id=1563463422,8000,돈코츠라멘 생연어초밥,,,,,,,,,,,
787,일반음식점,봉대박스파게티 충북대점, 청주시 서원구 내수동로102번길 36  2층 (사창동),043-260-4650,,,,,,,,,,,,,,,,
788,일반음식점,눈물떡볶이, 청주시 서원구 천수로17번길 3  1층 (사창동),043-260-8282,,,,,,,,,,,,,,,,
789,일반음식점,주막집, 청주시 서원구 1순환로 662 (사창동 (지하1층)),043-260-8448,,,,,,,,,,,,,,,,
790,일반음식점,해송족발, 청주시 서원구 모충로 43  1층 (개신동),043-260-8939,,,,,,,,,,,,,,,,
791,일반음식점,킴스부리또, 청주시 서원구 내수동로 143  2층 (사창동),043-260-9250,36.6344981,127.4562752,http://kimsburritos.7x7.kr/,4000,치킨스테이크부리또 데리야끼치킨부리또 비프부리또,,,,,,,,,,,
792,일반음식점,삼거리 포장마차, 청주시 서원구 1순환로672번길 17  1층 (사창동),043-260-9293,,,,,,,,,,,,,,,,
793,일반음식점,효경식당, 청주시 서원구 장구봉로 136 (개신동 (1층)),043-260-9904,36.6244634,127.4461219,https://store.naver.com/restaurants/detail?id=32350043,19000,닭볶음탕 닭발 닭갈비,,,,,,,,,,,
794,일반음식점,우리집칼국수, 청주시 서원구 봉명로 236 (사창동  (1층)),043-262-0055,,,,,,,,,,,,,,,,
795,일반음식점,한가네짬뽕, 청주시 서원구 1순환로672번길 53  2층 (사창동),043-262-0410,36.6323845,127.4552367,https://store.naver.com/restaurants/detail?id=37944259,5500,짬뽕 사천짬뽕 짜장면 쟁반짜장,,,,,,,,,,,
796,일반음식점,맵닭과 사거리포차, 청주시 서원구 1순환로704번길 73  1층 (사창동),043-262-0978,,,,,,,,,,,,,,,,
797,일반음식점,햇살머믄 꼬마김밥 사창점, 청주시 서원구 내수동로 165-1  1층 (사창동),043-262-1919,,,,,,,,,,,,,,,,
798,일반음식점,뽈엔막뒷고기, 청주시 서원구 창신로 43  1층 (사창동),043-262-2322,,,,,,,,,,,,,,,,
799,일반음식점,포차데이데이데이, 청주시 서원구 내수동로108번길 22  1층 (사창동),043-262-2327,,,,,,,,,,,,,,,,
800,일반음식점,포차데이데이데이2, 청주시 서원구 내수동로108번길 22  2층 (사창동),043-262-2327,,,,,,,,,,,,,,,,
801,일반음식점,화랑각, 청주시 서원구 봉명로132번길 31  1층 (사창동),043-262-2592,36.6374146,127.4545428,https://store.naver.com/restaurants/detail?id=38298647,6000,짜장면 짬뽕 볶음밥 우동,,,,,,,,,,,
802,일반음식점,큰손칼국수.보쌈, 청주시 서원구 내수동로 145 (사창동 A동 (1층)),043-262-2888,36.6343417,127.461155,https://store.naver.com/restaurants/detail?id=358035935,6000,손칼국수 수제돈까스,,,,,,,,,,,
803,일반음식점,김가네닭발, 청주시 서원구 모충로 92-1  1층 (모충동),043-262-3393,,,,,,,,,,,,,,,,
804,일반음식점,배마루, 청주시 서원구 1순환로674번길 12 (사창동  (3층)),043-262-3680,36.6333373,127.4576576,https://store.naver.com/restaurants/detail?id=1724581684,8500,왕갈비탕 짜글짜글이 묵은지갈비찌개 버섯야채전골,,,,,,,,,,,
805,일반음식점,놀부부대찌개철판구이중문점, 청주시 서원구 내수동로114번길 9  1층 (사창동),043-262-7890,,,,,,,,,,,,,,,,
806,일반음식점,무노, 청주시 서원구 1순환로 682 (사창동 (3층)),043-262-8068,,,,,,,,,,,,,,,,
807,일반음식점,와룡중화요리, 청주시 서원구 모충로96번길 15 (모충동  주공아파트 상가동 104호(1층)),043-262-9393,36.6268793,127.4717232,https://store.naver.com/restaurants/detail?id=1052320336,2500,짜장면 간짜장 홍합짬뽕 홍합우동,,,,,,,,,,,
808,일반음식점,로얄생고기, 청주시 서원구 봉명로 238-1  1층 (사창동),043-262-9712,36.6398653,127.4657514,https://smartstore.naver.com/royalmeat,12000,삼겹살 목살 항정살 한점살,,,,,,,,,,,
809,일반음식점,통비어, 청주시 서원구 신율로 49  레몬타워 1층 112호 (개신동),043-263-0023,,,,,,,,,,,,,,,,
810,일반음식점,아우성포차, 청주시 서원구 모충로 86  1층 (모충동),043-263-0097,,,,,,,,,,,,,,,,
811,일반음식점,서당골, 청주시 서원구 1순환로674번길 12 (사창동  (2층)),043-263-0188,36.6333373,127.4576576,https://store.naver.com/restaurants/detail?id=1173765583,10000,서당특선(한정식) 게장백반 게장무한리필,,,,,,,,,,,
812,일반음식점,올갱이해장국, 청주시 서원구 모충로25번길 8  1층 (개신동),043-263-1133,36.6253891,127.4645478,https://store.naver.com/restaurants/detail?id=1197599917,7000,올갱이해장국 올갱이 칼국수 올갱이비빔밥 올갱이 수제비,,,,,,,,,,,
813,일반음식점,수산시장, 청주시 서원구 장구봉로 148 (개신동 (1층)),043-263-1541,,,,,,,,,,,,,,,,
814,일반음식점,아름 정육식당, 청주시 서원구 예체로7번길 1  1층 (개신동),043-263-2489,,,,,,,,,,,,,,,,
815,일반음식점,고기구이마을, 청주시 서원구 신율로 49  1층 109호 110호 111호 (개신동  개신동레몬타워),043-263-2600,36.6225129,127.444499,https://store.naver.com/restaurants/detail?id=35066822,13900,무한리필삼겹살,,,,,,,,,,,
816,일반음식점,우리집밥상, 청주시 서원구 내수동로 125 (사창동  (1층)),043-263-3999,36.6342311,127.4590133,https://store.naver.com/restaurants/detail?id=123376180,6000,가정식백반 김치찌개 제육볶음 갈비탕,,,,,,,,,,,
817,일반음식점,일미분식, 청주시 서원구 창직로 110  1층 (사직동),043-263-4238,,,,,,,,,,,,,,,,
818,일반음식점,뒷풀이, 청주시 서원구 내수동로 130 (사창동  평화아파트상가 (1층9호)),043-263-5842,,,,,,,,,,,,,,,,
819,일반음식점,서울닭발, 청주시 서원구 모충로25번길 20  1층 (개신동),043-263-6258,36.6259039,127.4644034,https://store.naver.com/restaurants/detail?id=21031473,10000,매운닭발 뼈없는닭발 닭똥집볶음 파전,,,,,,,,,,,
820,일반음식점,반가네, 청주시 서원구 1순환로674번길 12  1층 (사창동),043-263-6390,,,,,,,,,,,,,,,,
821,일반음식점,육쌈냉면 충북대점, 청주시 서원구 1순환로672번길 64 (사창동  (2층)),043-263-6392,36.6321718,127.4548334,https://store.naver.com/restaurants/detail?id=21290001,6000,숯불고기+냉면,,,,,,,,,,,
822,일반음식점,여기또오리, 청주시 서원구 성봉로 215  1층 (개신동),043-263-8266,,,,,,,,,,,,,,,,
823,일반음식점,명사순대 청주개신점, 청주시 서원구 성봉로220번길 171  1층 (개신동),043-263-9222,,,,,,,,,,,,,,,,
824,일반음식점,여섯주울, 청주시 서원구 내수동로 93 (사창동 (지하1층)),043-263-9459,,,,,,,,,,,,,,,,
825,일반음식점,면세상, 청주시 서원구 창직로12번길 38  1층 (사창동),043-263-9609,,,,,,,,,,,,,,,,
826,일반음식점,맥주바켓충북대점, 청주시 서원구 1순환로672번길 35  지하1층 (사창동),043-264-0062,,,,,,,,,,,,,,,,
827,일반음식점,마쯔리, 청주시 서원구 내수동로108번길 27  1층 (사창동),043-264-0100,,,,,,,,,,,,,,,,
828,일반음식점,부먹찍먹걍먹, 청주시 서원구 1순환로704번길 42-1  1층 (사창동),043-264-0707,36.6319159,127.4574126,https://store.naver.com/restaurants/detail?id=1011128166,17900,탕수육,,,,,,,,,,,
829,일반음식점,대령숙수추어탕, 청주시 서원구 모충로 42  1층 (개신동),043-264-3800,36.624536,127.4408299,https://store.naver.com/restaurants/detail?id=35650593,10000,추어탕,,,,,,,,,,,
830,일반음식점,한복임한상차림, 청주시 서원구 모충로104번길 68-1  1층 (모충동),043-264-3874,,,,,,,,,,,,,,,,
831,일반음식점,본도시락 충북대점, 청주시 서원구 1순환로 700  1층 (사창동),043-264-4282,,,,,,,,,,,,,,,,
832,일반음식점,청담동 말자싸롱, 청주시 서원구 모충로 13  1층 (개신동),043-264-7726,,,,,,,,,,,,,,,,
833,일반음식점,672 F&B, 청주시 서원구 1순환로672번길 53  1층 (사창동),043-264-7788,,,,,,,,,,,,,,,,
834,일반음식점,우일순대, 청주시 서원구 창신로31번길 11 (사창동 외 1필지(1층)),043-265-2097,36.6336081,127.4615503,https://store.naver.com/restaurants/detail?id=33249955,7000,순대국밥 모듬국밥 머리국밥,,,,,,,,,,,
835,일반음식점,착한(생)고기&쭈꾸미, 청주시 서원구 창직로12번길 88  1층 (개신동),043-265-2220,36.6270058,127.4619404,https://store.naver.com/restaurants/detail?id=31019263,12000,삼겹살 목살 항정살,,,,,,,,,,,
836,일반음식점,피치버스, 청주시 서원구 1순환로648번길 5  1층 (사창동),043-265-2224,36.6353549,127.4570206,https://store.naver.com/restaurants/detail?id=1582798592,10000,피자 치킨,,,,,,,,,,,
837,일반음식점,부어치킨개신동점, 청주시 서원구 모충로 38  상가동 101호 (개신동  두진백로아파트),043-265-3133,,,,,,,,,,,,,,,,
838,일반음식점,도니스토리, 청주시 서원구 내수동로108번길 19  1층 (사창동),043-265-3392,36.6329133,127.4567604,https://store.naver.com/restaurants/detail?id=35298640,6500,삼겹살 갈비살 우삼겹,,,,,,,,,,,
839,일반음식점,육회지존, 청주시 서원구 1순환로704번길 78 (사창동 (1층)),043-265-4785,,,,,,,,,,,,,,,,
840,일반음식점,백스비어 충북대중문점, 청주시 서원구 1순환로672번길 41  2층 (사창동),043-265-6568,,,,,,,,,,,,,,,,
841,일반음식점,맘스터치충대점, 청주시 서원구 1순환로 682  1층  SHOP #103호 (사창동  씨네타운),043-265-7770,36.6325763,127.4582903,https://store.naver.com/restaurants/detail?id=12878354,5400,햄버거 치킨,,,,,,,,,,,
842,일반음식점,울대마을, 청주시 서원구 성봉로220번길 51 (개신동  2),043-265-8826,36.6242584,127.4505117,https://store.naver.com/restaurants/detail?id=17407861,5000,청국장 순대국밥 울대찌개 뼈다귀감자탕,,,,,,,,,,,
843,일반음식점,도누가그릴, 청주시 서원구 내수동로108번길 15  1층 (사창동),043-265-9300,36.6330599,127.456978,https://store.naver.com/restaurants/detail?entry=plt&id=20103964&query=%EB%8F%84%EB%88%84%EA%B0%80%EA%B7%B8%EB%A6%B4%20%EC%B6%A9%EB%B6%81%EB%8C%80%EC%A0%90,5500,볏짚삼겹살 고추장불삼겹살 데리야끼통삼겹살,,,,,,,,,,,
844,일반음식점,맘스터치 충대중문점, 청주시 서원구 내수동로102번길 36  1층 (사창동),043-265-9770,36.6326673,127.4547841,https://store.naver.com/restaurants/detail?entry=plt&id=37394034&query=%EB%A7%98%EC%8A%A4%ED%84%B0%EC%B9%98%20%EC%B6%A9%EB%8C%80%EC%A4%91%EB%AC%B8%EC%A0%90,5400,햄버거 치킨,,,,,,,,,,,
845,일반음식점,제주바다, 청주시 서원구 모충로 19  1층 (개신동),043-265-9998,,,,,,,,,,,,,,,,
846,일반음식점,미팅룸, 청주시 서원구 1순환로672번길 25  1층 (사창동  덕현빌딩),043-266-0369,,,,,,,,,,,,,,,,
847,일반음식점,아이벗치킨, 청주시 서원구 예체로 96  1층 (사창동),043-266-0806,36.6347916,127.4668346,https://store.naver.com/restaurants/detail?id=1236186530,17000,치킨,,,,,,,,,,,
848,일반음식점,1905자이언트몬스터피자인펍, 청주시 서원구 1순환로704번길 63  지하1층 (사창동),043-266-1905,,,,,,,,,,,,,,,,
849,일반음식점,투다리개신점, 청주시 서원구 모충로 39  1층 (개신동),043-266-2483,,,,,,,,,,,,,,,,
850,일반음식점,끼니, 청주시 서원구 내수동로 164  1층 (사창동),043-266-2688,,,,,,,,,,,,,,,,
851,일반음식점,일미닭갈비 파전, 청주시 서원구 내수동로108번길 28  1층 (사창동),043-266-3212,36.6327599,127.4561945,https://store.naver.com/restaurants/detail?id=32033368,13000,닭갈비,,,,,,,,,,,
852,일반음식점,삼이3.2해장국, 청주시 서원구 내수동로 109  1층 (사창동),043-266-3232,,,,,,,,,,,,,,,,
853,일반음식점,라라부엌, 청주시 서원구 창직로 47  1  2층 (사창동),043-266-3616,36.6308491,127.4646589,https://store.naver.com/restaurants/detail?id=1973671552,16000,피시앤칩스 조개육수파스타 구운야채와살치살,,,,,,,,,,,
854,일반음식점,옛날주막집, 청주시 서원구 내수동로 174  1층 (사창동),043-266-3949,,,,,,,,,,,,,,,,
855,일반음식점,통큰, 청주시 서원구 천수로8번길 1  1층 (사창동),043-266-5969,,,,,,,,,,,,,,,,
856,일반음식점,코다차야 청주점, 청주시 서원구 1순환로672번길 31  2층 (사창동),043-266-6626,,,,,,,,,,,,,,,,
857,일반음식점,COSMOS(코스모스)우주, 청주시 서원구 1순환로 680  2층 (사창동),043-266-6728,,,,,,,,,,,,,,,,
858,일반음식점,백정, 청주시 서원구 1순환로672번길 62  2층 (사창동),043-266-7377,,,,,,,,,,,,,,,,
859,일반음식점,술꾼, 청주시 서원구 1순환로739번길 15  1층 (개신동),043-266-8180,,,,,,,,,,,,,,,,
860,일반음식점,그냥밥집, 청주시 서원구 1순환로709번길 5 (사창동  (1층)),043-266-8241,36.6304829,127.4601855,https://store.naver.com/restaurants/detail?id=1392019017,5000,점심특선,,,,,,,,,,,
861,일반음식점,피자꽁떼(모충점), 청주시 서원구 모충로96번길 24 (모충동  1층),043-266-8284,,,,,,,,,,,,,,,,
862,일반음식점,부산오뎅, 청주시 서원구 내수동로114번길 21 (사창동 (1층)),043-266-8394,36.6328484,127.458153,https://store.naver.com/restaurants/detail?id=1819527060,17000,모듬오뎅탕,,,,,,,,,,,
863,일반음식점,칠돼지순대, 청주시 서원구 내수동로108번길 26  1층 (사창동),043-266-8877,,,,,,,,,,,,,,,,
864,일반음식점,쿠시야, 청주시 서원구 1순환로672번길 41  1층 (사창동),043-266-9081,,,,,,,,,,,,,,,,
865,일반음식점,참숯계림닭갈비, 청주시 서원구 모충로 31  1층 (개신동),043-266-9222,36.625081,127.4651476,https://store.naver.com/restaurants/detail?id=13499327,11000,닭갈비,,,,,,,,,,,
866,일반음식점,오자네왔는가개신점, 청주시 서원구 성봉로169번길 47-8  1층 (개신동),043-266-9920,36.6189297,127.4466253,https://store.naver.com/restaurants/detail?id=17405172,11000,오리훈제 오리주물럭 생오리로스,,,,,,,,,,,
867,일반음식점,한신포차(충북대중문점), 청주시 서원구 1순환로672번길 19  1층 (사창동),043-266-9992,,,,,,,,,,,,,,,,
868,일반음식점,부엌동자, 청주시 서원구 성봉로220번길 47-26  1층 (개신동),043-266-9999,,,,,,,,,,,,,,,,
869,일반음식점,태영숯불갈비, 청주시 서원구 내수동로 169  1층 (사창동),043-267-0631,36.6343909,127.4638696,https://store.naver.com/restaurants/detail?id=17345348,11000,양념갈비 삼겹살 짜글이찌개 갈비탕,,,,,,,,,,,
870,일반음식점,힘찬낙지, 청주시 서원구 예체로67번길 62  1층 (사창동),043-267-1006,36.6325825,127.4629373,https://store.naver.com/restaurants/detail?id=13545598,6000,낙지덮밥,,,,,,,,,,,
871,일반음식점,에스텔 세계맥주, 청주시 서원구 창신로22번길 65-10  101동 1층 101호 (사창동  에스텔HOUSE),043-267-1055,,,,,,,,,,,,,,,,
872,일반음식점,쩔어떡볶이, 청주시 서원구 내수동로 103  1 2층 (사창동),043-267-1182,36.633934,127.4564972,https://store.naver.com/restaurants/detail?id=1956461738,3000,쩔어떡볶이,,,,,,,,,,,
873,일반음식점,햇살생고기정육식당, 청주시 서원구 성봉로 174  1층 (개신동),043-267-1600,,,,,,,,,,,,,,,,
874,일반음식점,네네치킨개신점, 청주시 서원구 신율로 61  1층 (개신동),043-267-2008,,,,,,,,,,,,,,,,
875,일반음식점,토스트굽는사람들, 청주시 서원구 모충로 17 (개신동  1층),043-267-2223,,,,,,,,,,,,,,,,
876,일반음식점,이가네왕숯불갈비 , 청주시 서원구 예체로 15  1층 (개신동),043-267-2929,36.6274976,127.4664933,https://store.naver.com/restaurants/detail?id=17352131,12000,돼지왕갈비 생삼겹살,,,,,,,,,,,
877,일반음식점,산이포차, 청주시 서원구 모충로 63  1층 (모충동),043-267-3392,,,,,,,,,,,,,,,,
878,일반음식점,참치매니아, 청주시 서원구 모충로25번길 9  1층 (개신동),043-267-3747,36.6252105,127.4643559,https://store.naver.com/restaurants/detail?id=1298863418,15000,초밥 참치 새우튀김,,,,,,,,,,,
879,일반음식점,우리식당, 청주시 서원구 내수동로 170  1층 (사창동),043-267-3777,,,,,,,,,,,,,,,,
880,일반음식점,본토막창, 청주시 서원구 모충로35번길 6 (개신동),043-267-4348,,,,,,,,,,,,,,,,
881,일반음식점,맘스치킨사직점, 청주시 서원구 창직로 90  1층 (사직동),043-267-5592,,,,,,,,,,,,,,,,
882,일반음식점,25시해장국, 청주시 서원구 모충로26번길 5  1층 (개신동),043-267-5677,36.6246332,127.4648157,https://store.naver.com/restaurants/detail?id=17402851,27000,감자탕 김치감자탕,,,,,,,,,,,
883,일반음식점,아쭈, 청주시 서원구 예체로1번길 19  1층 (개신동),043-267-6290,,,,,,,,,,,,,,,,
884,일반음식점,월드푸드, 청주시 서원구 모충로 157  2층 (모충동),043-267-7612,,,,,,,,,,,,,,,,
885,일반음식점,적적, 청주시 서원구 내수동로 130  1층 상가 1호 (사창동  평화아파트),043-267-7959,,,,,,,,,,,,,,,,
886,일반음식점,꼬꼬맨치킨, 청주시 서원구 성봉로 226-15  1층 (개신동),043-267-8082,36.6250232,127.4485113,https://store.naver.com/restaurants/detail?id=37425692,19000,치킨,,,,,,,,,,,
887,일반음식점,용궁해물, 청주시 서원구 창직로 112-4  1층 (사직동),043-267-8285,,,,,,,,,,,,,,,,
888,일반음식점,큰통치킨 사창점, 청주시 서원구 창직로 8  1층 103호 (사창동),043-267-8292,36.6307449,127.4603989,https://store.naver.com/restaurants/detail?id=1534423422,14000,치킨,,,,,,,,,,,
889,일반음식점,신용한우정육점사창점, 청주시 서원구 창신로 40  1층 (사창동),043-267-8419,,,,,,,,,,,,,,,,
890,일반음식점,까꿍떡볶이, 청주시 서원구 내수동로 101 (사창동  (1층)),043-267-9393,,,,,,,,,,,,,,,,
891,일반음식점,청주마당쇠떡갈비, 청주시 서원구 성봉로 211 (개신동  (1층)),043-267-9777,,,,,,,,,,,,,,,,
892,일반음식점,뿌리, 청주시 서원구 모충로 49 (개신동 (지하1층)),043-268-0011,,,,,,,,,,,,,,,,
893,일반음식점,쉐인, 청주시 서원구 봉명로228번길 3 (사창동 (1층)),043-268-0668,,,,,,,,,,,,,,,,
894,일반음식점,삼겹돼학교, 청주시 서원구 내수동로 125-1  1층 (사창동),043-268-1019,,,,,,,,,,,,,,,,
895,일반음식점,부대통령뚝배기 충북대중문점, 청주시 서원구 내수동로102번길 46  2층 (사창동),043-268-1588,36.6320043,127.4547293,https://store.naver.com/restaurants/detail?id=1641995762,5000,부대찌개 닭갈비 제육볶음 우렁된장찌개,,,,,,,,,,,
896,일반음식점,세뚜리동죽칼국수, 청주시 서원구 내수동로 161  1층 (사창동),043-268-1867,,,,,,,,,,,,,,,,
897,일반음식점,아르떼 충북대점, 청주시 서원구 내수동로102번길 54  1층 (사창동),043-268-2282,,,,,,,,,,,,,,,,
898,일반음식점,옥향, 청주시 서원구 창신로32번길 48  1층 (사창동),043-268-2879,,,,,,,,,,,,,,,,
899,일반음식점,돈뭉치줘유, 청주시 서원구 모충로 43  1층 (개신동),043-268-3303,36.6255805,127.466256,https://store.naver.com/restaurants/detail?id=1409666440,12000,삼겹살무한리필,,,,,,,,,,,
900,일반음식점,와와떡볶이, 청주시 서원구 1순환로672번길 26 (사창동  (1층)),043-268-3328,36.6336428,127.4564037,https://store.naver.com/restaurants/detail?id=1714358299,3000,떡볶이 새우튀김 치즈스틱 매운어묵,,,,,,,,,,,
901,일반음식점,이루다낙곱새전문점, 청주시 서원구 1순환로672번길 7  2층 (사창동),043-268-5525,,,,,,,,,,,,,,,,
902,일반음식점,첨, 청주시 서원구 1순환로672번길 34  3층 (사창동),043-268-6647,,,,,,,,,,,,,,,,
903,일반음식점,꾼떡, 청주시 서원구 창직로35번길 6 (사창동  (1층)),043-268-7779,,,,,,,,,,,,,,,,
904,일반음식점,청춘국물닭발, 청주시 서원구 1순환로694번길 13  1층 (사창동  고은빌),043-268-9282,,,,,,,,,,,,,,,,
905,일반음식점,반객, 청주시 서원구 성봉로 186  1층 (개신동),043-268-9500,,,,,,,,,,,,,,,,
906,일반음식점,사탄곱창, 청주시 서원구 창신로25번길 6 (사창동 (1층)),043-269-0538,36.6332659,127.4619989,https://store.naver.com/restaurants/detail?id=1395826712,22000,곱창볶음 순대볶음 막창볶음,,,,,,,,,,,
907,일반음식점,해물 너. 찜했어, 청주시 서원구 장구봉로 140  1층 (개신동),043-269-1259,,,,,,,,,,,,,,,,
908,일반음식점,오징어바다, 청주시 서원구 내수동로114번길 18  1층 (사창동),043-269-2588,36.6329182,127.4578383,https://store.naver.com/restaurants/detail?id=34188345,18000,오징어회 오징어회무침 오징어물회 광어회,,,,,,,,,,,
909,일반음식점,주거래처, 청주시 서원구 1순환로674번길 21  1층 (사창동),043-269-3304,,,,,,,,,,,,,,,,
910,일반음식점,충북대학교병원장례예식장, 청주시 서원구 1순환로 776  지하1층 1층 2층 (개신동),043-269-6467,,,,,,,,,,,,,,,,
911,일반음식점,공차 충북대점, 청주시 서원구 1순환로672번길 64  1층 (사창동),043-271-0707,,,,,,,,,,,,,,,,
912,일반음식점,라 쿵푸, 청주시 서원구 1순환로680번길 23 (사창동  (1층)),043-271-1007,,,,,,,,,,,,,,,,
913,일반음식점,역전할머니 맥주(충북대점), 청주시 서원구 1순환로704번길 75  1층 (사창동),043-271-1318,,,,,,,,,,,,,,,,
914,일반음식점,이가식당버섯전문점, 청주시 서원구 예체로1번길 11  1층 (개신동),043-271-1439,,,,,,,,,,,,,,,,
915,일반음식점,빈잔의 자유, 청주시 서원구 모충로 27-1  2층 (개신동),043-271-2015,,,,,,,,,,,,,,,,
916,일반음식점,쉬갈, 청주시 서원구 모충로96번길 10  1층 (모충동  453-13),043-271-2086,,,,,,,,,,,,,,,,
917,일반음식점,평양28(이십팔), 청주시 서원구 모충로25번길 23  1층 (개신동),043-271-3232,,,,,,,,,,,,,,,,
918,일반음식점,평민닭발 충북대2호점, 청주시 서원구 내수동로114번길 36  1층 (사창동),043-271-3311,36.6321399,127.458121,https://store.naver.com/restaurants/detail?id=1193200102,16000,닭발,,,,,,,,,,,
919,일반음식점,에덴, 청주시 서원구 창신로 43  1층 (사창동),043-271-5252,,,,,,,,,,,,,,,,
920,일반음식점,Routine759(루틴759), 청주시 서원구 1순환로 759  1층 (개신동),043-271-7040,,,,,,,,,,,,,,,,
921,일반음식점,동해반점, 청주시 서원구 창신로25번길 6 (사창동 (1층)),043-271-8080,36.6332659,127.4619989,https://store.naver.com/restaurants/detail?id=17345277,5000,짜장면 해물짬뽕 해물우동 볶음밥,,,,,,,,,,,
922,일반음식점,숯겹살집개신점, 청주시 서원구 예체로7번길 45  1층 (개신동),043-271-8747,36.6261165,127.4643795,https://store.naver.com/restaurants/detail?id=1074715921,11000,삼겹살 목살 갈비살 항정살 냉면,,,,,,,,,,,
923,일반음식점,북경깐풍기, 청주시 서원구 내수동로108번길 40  1층 (사창동),043-272-0066,36.6325402,127.4557745,https://store.naver.com/restaurants/detail?id=1911602749,17000,깐풍기,,,,,,,,,,,
924,일반음식점,버거킹충북대점, 청주시 서원구 1순환로 665-1  A동 1  2층 (사창동),043-272-0332,36.6341658,127.4585128,https://store.naver.com/restaurants/detail?id=32347884,7900,햄버거,,,,,,,,,,,
925,일반음식점,동래관, 청주시 서원구 1순환로674번길 26  1층 (사창동),043-272-1799,36.6327707,127.4569101,https://store.naver.com/restaurants/detail?id=1543250342,15000,닭떡볶이 두루치기 두부김치 오뎅탕 닭도리탕,,,,,,,,,,,
926,일반음식점,작은마을 영양촌, 청주시 서원구 성봉로 190  1층 (개신동),043-272-1849,36.6246517,127.4509931,https://store.naver.com/restaurants/detail?id=17780929,10000,영양탕 염소탕 삼계탕,,,,,,,,,,,
927,일반음식점,피아노룸블링, 청주시 서원구 1순환로672번길 26  3층 (사창동),043-272-2088,,,,,,,,,,,,,,,,
928,일반음식점,피아노룸블링Ⅱ, 청주시 서원구 1순환로672번길 26  4층 (사창동),043-272-2088,,,,,,,,,,,,,,,,
929,일반음식점,일방통행국물떡볶이&화덕피자, 청주시 서원구 내수동로 130  1층 5호 (사창동  평화아파트),043-272-2277,36.6340535,127.4589989,https://store.naver.com/restaurants/detail?id=48035533,11900,떡볶이 화덕피자,,,,,,,,,,,
930,일반음식점,송림갈비, 청주시 서원구 장구봉로144번길 4  1층 (개신동),043-272-2550,36.6244205,127.4469619,https://store.naver.com/restaurants/detail?id=17403418,7500,삼겹살 왕소금구이 돼지왕갈비 황지살 가브리살,,,,,,,,,,,
